question,state,year,applies to,response,citations,cautions
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WI,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IL,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AL,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",TN,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IN,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",KY,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MI,1991,Handgun purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MI,1991,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",GA,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OH,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",FL,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WV,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",SC,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NC,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",PA,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VA,1991,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VA,1991,Purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MD,1991,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MD,1991,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",DC,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NY,1991,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NY,1991,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",DE,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NJ,1991,All,Yes,N.J. Stat. § 2C:25-29(b),
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CT,1991,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CT,1991,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VT,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NH,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MA,1991,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MA,1991,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",RI,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ME,1991,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",HI,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AK,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OR,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WA,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CA,1992,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CA,1992,Purchase,N/A,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NV,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ID,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",UT,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AZ,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MT,1992,All,No,,A court issuing an order of protection may prohibit the respondent from possessing or using the firearm used in the assault that is the basis for the order. Mont. Code § 40-15-204; Mont. Code § 40-15-201(2)(f).
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WY,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NM,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CO,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ND,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",SD,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NE,1992,Handgun purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NE,1992,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",TX,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",KS,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OK,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MN,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IA,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",LA,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AR,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MO,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MS,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WI,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IL,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AL,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",TN,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IN,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",KY,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MI,1992,Handgun purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MI,1992,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",GA,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OH,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",FL,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WV,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",SC,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NC,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",PA,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VA,1992,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VA,1992,Purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MD,1992,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MD,1992,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",DC,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NY,1992,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NY,1992,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",DE,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NJ,1992,All,Yes,N.J. Stat. § 2C:25-29(b),
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CT,1992,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CT,1992,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VT,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NH,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MA,1992,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MA,1992,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",RI,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ME,1992,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",HI,1993,All,N/A,,"A restraining order prohibits firearms possession by the subject unless the court order, for good cause shown, specifically permits the possession of a firearm and ammunition."
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AK,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OR,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WA,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CA,1993,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CA,1993,Purchase,N/A,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NV,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ID,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",UT,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AZ,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MT,1993,All,No,,A court issuing an order of protection may prohibit the respondent from possessing or using the firearm used in the assault that is the basis for the order. Mont. Code § 40-15-204; Mont. Code § 40-15-201(2)(f).
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WY,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NM,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CO,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ND,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",SD,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NE,1993,Handgun purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NE,1993,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",TX,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",KS,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OK,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MN,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IA,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",LA,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AR,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MO,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MS,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WI,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IL,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AL,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",TN,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",IN,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",KY,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MI,1993,Handgun purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MI,1993,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",GA,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OH,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",FL,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WV,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",SC,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NC,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",PA,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VA,1993,Possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VA,1993,Purchase,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MD,1993,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MD,1993,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",DC,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NY,1993,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NY,1993,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",DE,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NJ,1993,All,Yes,N.J. Stat. § 2C:25-29(b),
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CT,1993,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CT,1993,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",VT,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",NH,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MA,1993,Handgun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",MA,1993,Long gun possession,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",RI,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",ME,1993,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",HI,1994,All,N/A,,"A restraining order prohibits firearms possession by the subject unless the court order, for good cause shown, specifically permits the possession of a firearm and ammunition."
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",AK,1994,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",OR,1994,All,No,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",WA,1994,All,N/A,,
"In states that do not prohibit firearm possession by all people under final domestic violence restraining orders, does state law explicitly allow judges, at their discretion, to prohibit people under these orders?",CA,1994,Possession,No,,
