question,state,year,applies to,response,citations,cautions
Is any record of the sale required to be kept?,CT,1992,All,N/A,,
Is any record of the sale required to be kept?,VT,1992,All,N/A,,
Is any record of the sale required to be kept?,NH,1992,All,N/A,,
Is any record of the sale required to be kept?,MA,1992,All,No,,
Is any record of the sale required to be kept?,RI,1992,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
Is any record of the sale required to be kept?,ME,1992,All,N/A,,
Is any record of the sale required to be kept?,HI,1993,Handguns,Yes,,
Is any record of the sale required to be kept?,HI,1993,Long guns,No,,
Is any record of the sale required to be kept?,AK,1993,All,N/A,,
Is any record of the sale required to be kept?,OR,1993,All,N/A,,
Is any record of the sale required to be kept?,WA,1993,All,N/A,,
Is any record of the sale required to be kept?,CA,1993,All,Yes,Cal. Penal Code §§ 11106(b); 12084,
Is any record of the sale required to be kept?,NV,1993,All,N/A,,
Is any record of the sale required to be kept?,ID,1993,All,N/A,,
Is any record of the sale required to be kept?,UT,1993,All,N/A,,
Is any record of the sale required to be kept?,AZ,1993,All,N/A,,
Is any record of the sale required to be kept?,MT,1993,All,N/A,,
Is any record of the sale required to be kept?,WY,1993,All,N/A,,
Is any record of the sale required to be kept?,NM,1993,All,N/A,,
Is any record of the sale required to be kept?,CO,1993,All,N/A,,
Is any record of the sale required to be kept?,ND,1993,All,N/A,,
Is any record of the sale required to be kept?,SD,1993,All,N/A,,
Is any record of the sale required to be kept?,NE,2019,Handguns,No,,
Is any record of the sale required to be kept?,NE,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,TX,1993,All,N/A,,
Is any record of the sale required to be kept?,KS,1993,All,N/A,,
Is any record of the sale required to be kept?,OK,1993,All,N/A,,
Is any record of the sale required to be kept?,MN,1993,All,N/A,,
Is any record of the sale required to be kept?,IA,2019,Handguns,No,,
Is any record of the sale required to be kept?,IA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,LA,1993,All,N/A,,
Is any record of the sale required to be kept?,AR,1993,All,N/A,,
Is any record of the sale required to be kept?,MO,2006,Handguns,Yes,,
Is any record of the sale required to be kept?,MO,2006,Long Guns,N/A,,
Is any record of the sale required to be kept?,MS,1993,All,N/A,,
Is any record of the sale required to be kept?,WI,1993,All,N/A,,
Is any record of the sale required to be kept?,IL,1993,All,Yes,430 ILCS 65/3(b),
Is any record of the sale required to be kept?,AL,1993,All,N/A,,
Is any record of the sale required to be kept?,TN,1993,Handguns,N/A,,
Is any record of the sale required to be kept?,TN,1997,Long Guns,N/A,,
Is any record of the sale required to be kept?,IN,1997,Handguns,Yes,,
Is any record of the sale required to be kept?,IN,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,KY,1993,All,N/A,,
Is any record of the sale required to be kept?,MI,2007,Handguns,Yes,,
Is any record of the sale required to be kept?,MI,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,GA,1993,All,N/A,,
Is any record of the sale required to be kept?,OH,1993,All,N/A,,
Is any record of the sale required to be kept?,FL,1993,All,N/A,,
Is any record of the sale required to be kept?,WV,1993,All,N/A,,
Is any record of the sale required to be kept?,SC,1993,All,N/A,,
Is any record of the sale required to be kept?,NC,2019,Handguns,No,,
Is any record of the sale required to be kept?,NC,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,PA,1994,Handguns,N/A,,
Is any record of the sale required to be kept?,PA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,VA,1993,All,N/A,,
Is any record of the sale required to be kept?,MD,1993,All,N/A,,
Is any record of the sale required to be kept?,DC,1993,All,Yes,D.C. Code §§ 6-2317(a); 6-2318; 6-2351; 6-2352,
Is any record of the sale required to be kept?,NY,2012,Handguns,Yes,,
Is any record of the sale required to be kept?,NY,2012,Long Guns,N/A,,
Is any record of the sale required to be kept?,DE,1993,All,N/A,,
Is any record of the sale required to be kept?,NJ,2017,Handguns,Yes,,
Is any record of the sale required to be kept?,NJ,2017,Long Guns,No,,
Is any record of the sale required to be kept?,CT,1993,All,N/A,,
Is any record of the sale required to be kept?,VT,1993,All,N/A,,
Is any record of the sale required to be kept?,NH,1993,All,N/A,,
Is any record of the sale required to be kept?,MA,1993,All,No,,
Is any record of the sale required to be kept?,RI,1993,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
Is any record of the sale required to be kept?,ME,1993,All,N/A,,
Is any record of the sale required to be kept?,HI,1994,All,Yes,Haw. Rev. Stat. § 134-3(b),
Is any record of the sale required to be kept?,AK,1994,All,N/A,,
Is any record of the sale required to be kept?,OR,1994,All,N/A,,
Is any record of the sale required to be kept?,WA,1994,All,N/A,,
Is any record of the sale required to be kept?,CA,1994,All,Yes,Cal. Penal Code §§ 11106(b); 12084,
Is any record of the sale required to be kept?,NV,1994,All,N/A,,
Is any record of the sale required to be kept?,ID,1994,All,N/A,,
Is any record of the sale required to be kept?,UT,1994,All,N/A,,
Is any record of the sale required to be kept?,AZ,1994,All,N/A,,
Is any record of the sale required to be kept?,MT,1994,All,N/A,,
Is any record of the sale required to be kept?,WY,1994,All,N/A,,
Is any record of the sale required to be kept?,NM,1994,All,N/A,,
Is any record of the sale required to be kept?,CO,1994,All,N/A,,
Is any record of the sale required to be kept?,ND,1994,All,N/A,,
Is any record of the sale required to be kept?,SD,1994,All,N/A,,
Is any record of the sale required to be kept?,NE,2019,Handguns,No,,
Is any record of the sale required to be kept?,NE,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,TX,1994,All,N/A,,
Is any record of the sale required to be kept?,KS,1994,All,N/A,,
Is any record of the sale required to be kept?,OK,1994,All,N/A,,
Is any record of the sale required to be kept?,MN,1994,All,N/A,,
Is any record of the sale required to be kept?,IA,2019,Handguns,No,,
Is any record of the sale required to be kept?,IA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,LA,1994,All,N/A,,
Is any record of the sale required to be kept?,AR,1994,All,N/A,,
Is any record of the sale required to be kept?,MO,2006,Handguns,Yes,,
Is any record of the sale required to be kept?,MO,2006,Long Guns,N/A,,
Is any record of the sale required to be kept?,MS,1994,All,N/A,,
Is any record of the sale required to be kept?,WI,1994,All,N/A,,
Is any record of the sale required to be kept?,IL,1994,All,Yes,430 ILCS 65/3(b),
Is any record of the sale required to be kept?,AL,1994,All,N/A,,
Is any record of the sale required to be kept?,TN,1997,Handguns,No,,
Is any record of the sale required to be kept?,TN,1997,Long Guns,N/A,,
Is any record of the sale required to be kept?,IN,1997,Handguns,Yes,,
Is any record of the sale required to be kept?,IN,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,KY,1994,All,N/A,,
Is any record of the sale required to be kept?,MI,2007,Handguns,Yes,,
Is any record of the sale required to be kept?,MI,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,GA,1994,All,N/A,,
Is any record of the sale required to be kept?,OH,1994,All,N/A,,
Is any record of the sale required to be kept?,FL,1994,All,N/A,,
Is any record of the sale required to be kept?,WV,1994,All,N/A,,
Is any record of the sale required to be kept?,SC,1994,All,N/A,,
Is any record of the sale required to be kept?,NC,2019,Handguns,No,,
Is any record of the sale required to be kept?,NC,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,PA,1994,Handguns,N/A,,
Is any record of the sale required to be kept?,PA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,VA,1994,All,N/A,,
Is any record of the sale required to be kept?,MD,1994,All,N/A,,
Is any record of the sale required to be kept?,DC,1994,All,Yes,D.C. Code §§ 6-2317(a); 6-2318; 6-2351; 6-2352,
Is any record of the sale required to be kept?,NY,2012,Handguns,Yes,,
Is any record of the sale required to be kept?,NY,2012,Long Guns,N/A,,
Is any record of the sale required to be kept?,DE,1994,All,N/A,,
Is any record of the sale required to be kept?,NJ,2017,Handguns,Yes,,
Is any record of the sale required to be kept?,NJ,2017,Long Guns,No,,
Is any record of the sale required to be kept?,CT,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,CT,2013,Long Guns,N/A,,
Is any record of the sale required to be kept?,VT,1994,All,N/A,,
Is any record of the sale required to be kept?,NH,1994,All,N/A,,
Is any record of the sale required to be kept?,MA,1994,All,No,,
Is any record of the sale required to be kept?,RI,1994,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
Is any record of the sale required to be kept?,ME,1994,All,N/A,,
Is any record of the sale required to be kept?,HI,1995,All,Yes,Haw. Rev. Stat. § 134-3(b),
Is any record of the sale required to be kept?,AK,1995,All,N/A,,
Is any record of the sale required to be kept?,OR,1995,All,N/A,,
Is any record of the sale required to be kept?,WA,1995,All,N/A,,
Is any record of the sale required to be kept?,CA,1995,All,Yes,Cal. Penal Code §§ 11106(b); 12084,
Is any record of the sale required to be kept?,NV,1995,All,N/A,,
Is any record of the sale required to be kept?,ID,1995,All,N/A,,
Is any record of the sale required to be kept?,UT,1995,All,N/A,,
Is any record of the sale required to be kept?,AZ,1995,All,N/A,,
Is any record of the sale required to be kept?,MT,1995,All,N/A,,
Is any record of the sale required to be kept?,WY,1995,All,N/A,,
Is any record of the sale required to be kept?,NM,1995,All,N/A,,
Is any record of the sale required to be kept?,CO,1995,All,N/A,,
Is any record of the sale required to be kept?,ND,1995,All,N/A,,
Is any record of the sale required to be kept?,SD,1995,All,N/A,,
Is any record of the sale required to be kept?,NE,2019,Handguns,No,,
Is any record of the sale required to be kept?,NE,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,TX,1995,All,N/A,,
Is any record of the sale required to be kept?,KS,1995,All,N/A,,
Is any record of the sale required to be kept?,OK,1995,All,N/A,,
Is any record of the sale required to be kept?,MN,1995,All,N/A,,
Is any record of the sale required to be kept?,IA,2019,Handguns,No,,
Is any record of the sale required to be kept?,IA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,LA,1995,All,N/A,,
Is any record of the sale required to be kept?,AR,1995,All,N/A,,
Is any record of the sale required to be kept?,MO,2006,Handguns,Yes,,
Is any record of the sale required to be kept?,MO,2006,Long Guns,N/A,,
Is any record of the sale required to be kept?,MS,1995,All,N/A,,
Is any record of the sale required to be kept?,WI,1995,All,N/A,,
Is any record of the sale required to be kept?,IL,1995,All,Yes,430 ILCS 65/3(b),
Is any record of the sale required to be kept?,AL,1995,All,N/A,,
Is any record of the sale required to be kept?,TN,1997,Handguns,No,,
Is any record of the sale required to be kept?,TN,1997,Long Guns,N/A,,
Is any record of the sale required to be kept?,IN,1997,Handguns,Yes,,
Is any record of the sale required to be kept?,IN,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,KY,1995,All,N/A,,
Is any record of the sale required to be kept?,MI,2007,Handguns,Yes,,
Is any record of the sale required to be kept?,MI,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,GA,1995,All,N/A,,
Is any record of the sale required to be kept?,OH,1995,All,N/A,,
Is any record of the sale required to be kept?,FL,1995,All,N/A,,
Is any record of the sale required to be kept?,WV,1995,All,N/A,,
Is any record of the sale required to be kept?,SC,1995,All,N/A,,
Is any record of the sale required to be kept?,NC,2019,Handguns,No,,
Is any record of the sale required to be kept?,NC,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,PA,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,PA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,VA,1995,All,N/A,,
Is any record of the sale required to be kept?,MD,1995,All,N/A,,
Is any record of the sale required to be kept?,DC,1995,All,Yes,D.C. Code §§ 6-2317(a); 6-2318; 6-2351; 6-2352,
Is any record of the sale required to be kept?,NY,2012,Handguns,Yes,,
Is any record of the sale required to be kept?,NY,2012,Long Guns,N/A,,
Is any record of the sale required to be kept?,DE,1995,All,N/A,,
Is any record of the sale required to be kept?,NJ,2017,Handguns,Yes,,
Is any record of the sale required to be kept?,NJ,2017,Long Guns,No,,
Is any record of the sale required to be kept?,CT,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,CT,2013,Long Guns,N/A,,
Is any record of the sale required to be kept?,VT,1995,All,N/A,,
Is any record of the sale required to be kept?,NH,1995,All,N/A,,
Is any record of the sale required to be kept?,MA,1995,All,No,,
Is any record of the sale required to be kept?,RI,1995,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
Is any record of the sale required to be kept?,ME,1995,All,N/A,,
Is any record of the sale required to be kept?,HI,1996,All,Yes,Haw. Rev. Stat. § 134-3(b),
Is any record of the sale required to be kept?,AK,1996,All,N/A,,
Is any record of the sale required to be kept?,OR,1996,All,N/A,,
Is any record of the sale required to be kept?,WA,1996,All,N/A,,
Is any record of the sale required to be kept?,CA,1996,All,Yes,Cal. Penal Code §§ 11106(b); 12084,
Is any record of the sale required to be kept?,NV,1996,All,N/A,,
Is any record of the sale required to be kept?,ID,1996,All,N/A,,
Is any record of the sale required to be kept?,UT,1996,All,N/A,,
Is any record of the sale required to be kept?,AZ,1996,All,N/A,,
Is any record of the sale required to be kept?,MT,1996,All,N/A,,
Is any record of the sale required to be kept?,WY,1996,All,N/A,,
Is any record of the sale required to be kept?,NM,1996,All,N/A,,
Is any record of the sale required to be kept?,CO,1996,All,N/A,,
Is any record of the sale required to be kept?,ND,1996,All,N/A,,
Is any record of the sale required to be kept?,SD,1996,All,N/A,,
Is any record of the sale required to be kept?,NE,2019,Handguns,No,,
Is any record of the sale required to be kept?,NE,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,TX,1996,All,N/A,,
Is any record of the sale required to be kept?,KS,1996,All,N/A,,
Is any record of the sale required to be kept?,OK,1996,All,N/A,,
Is any record of the sale required to be kept?,MN,1996,All,N/A,,
Is any record of the sale required to be kept?,IA,2019,Handguns,No,,
Is any record of the sale required to be kept?,IA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,LA,1996,All,N/A,,
Is any record of the sale required to be kept?,AR,1996,All,N/A,,
Is any record of the sale required to be kept?,MO,2006,Handguns,Yes,,
Is any record of the sale required to be kept?,MO,2006,Long Guns,N/A,,
Is any record of the sale required to be kept?,MS,1996,All,N/A,,
Is any record of the sale required to be kept?,WI,1996,All,N/A,,
Is any record of the sale required to be kept?,IL,1996,All,Yes,430 ILCS 65/3(b),
Is any record of the sale required to be kept?,AL,1996,All,N/A,,
Is any record of the sale required to be kept?,TN,1997,Handguns,No,,
Is any record of the sale required to be kept?,TN,1997,Long Guns,N/A,,
Is any record of the sale required to be kept?,IN,1997,Handguns,Yes,,
Is any record of the sale required to be kept?,IN,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,KY,1996,All,N/A,,
Is any record of the sale required to be kept?,MI,2007,Handguns,Yes,,
Is any record of the sale required to be kept?,MI,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,GA,1996,All,N/A,,
Is any record of the sale required to be kept?,OH,1996,All,N/A,,
Is any record of the sale required to be kept?,FL,1996,All,N/A,,
Is any record of the sale required to be kept?,WV,1996,All,N/A,,
Is any record of the sale required to be kept?,SC,1996,All,N/A,,
Is any record of the sale required to be kept?,NC,2019,Handguns,No,,
Is any record of the sale required to be kept?,NC,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,PA,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,PA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,VA,1996,All,N/A,,
Is any record of the sale required to be kept?,MD,2002,Handguns,Yes,,
Is any record of the sale required to be kept?,MD,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,DC,1996,All,Yes,D.C. Code §§ 6-2317(a); 6-2318; 6-2351; 6-2352,
Is any record of the sale required to be kept?,NY,2012,Handguns,Yes,,
Is any record of the sale required to be kept?,NY,2012,Long Guns,N/A,,
Is any record of the sale required to be kept?,DE,1996,All,N/A,,
Is any record of the sale required to be kept?,NJ,2017,Handguns,Yes,,
Is any record of the sale required to be kept?,NJ,2017,Long Guns,No,,
Is any record of the sale required to be kept?,CT,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,CT,2013,Long Guns,N/A,,
Is any record of the sale required to be kept?,VT,1996,All,N/A,,
Is any record of the sale required to be kept?,NH,1996,All,N/A,,
Is any record of the sale required to be kept?,MA,1996,All,No,,
Is any record of the sale required to be kept?,RI,1996,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
Is any record of the sale required to be kept?,ME,1996,All,N/A,,
Is any record of the sale required to be kept?,HI,1997,All,Yes,Haw. Rev. Stat. § 134-3(b),
Is any record of the sale required to be kept?,AK,1997,All,N/A,,
Is any record of the sale required to be kept?,OR,1997,All,N/A,,
Is any record of the sale required to be kept?,WA,1997,All,N/A,,
Is any record of the sale required to be kept?,CA,1997,All,Yes,Cal. Penal Code §§ 11106(b); 12084,
Is any record of the sale required to be kept?,NV,1997,All,N/A,,
Is any record of the sale required to be kept?,ID,1997,All,N/A,,
Is any record of the sale required to be kept?,UT,1997,All,N/A,,
Is any record of the sale required to be kept?,AZ,1997,All,N/A,,
Is any record of the sale required to be kept?,MT,1997,All,N/A,,
Is any record of the sale required to be kept?,WY,1997,All,N/A,,
Is any record of the sale required to be kept?,NM,1997,All,N/A,,
Is any record of the sale required to be kept?,CO,1997,All,N/A,,
Is any record of the sale required to be kept?,ND,1997,All,N/A,,
Is any record of the sale required to be kept?,SD,1997,All,N/A,,
Is any record of the sale required to be kept?,NE,2019,Handguns,No,,
Is any record of the sale required to be kept?,NE,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,TX,1997,All,N/A,,
Is any record of the sale required to be kept?,KS,1997,All,N/A,,
Is any record of the sale required to be kept?,OK,1997,All,N/A,,
Is any record of the sale required to be kept?,MN,1997,All,N/A,,
Is any record of the sale required to be kept?,IA,2019,Handguns,No,,
Is any record of the sale required to be kept?,IA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,LA,1997,All,N/A,,
Is any record of the sale required to be kept?,AR,1997,All,N/A,,
Is any record of the sale required to be kept?,MO,2006,Handguns,Yes,,
Is any record of the sale required to be kept?,MO,2006,Long Guns,N/A,,
Is any record of the sale required to be kept?,MS,1997,All,N/A,,
Is any record of the sale required to be kept?,WI,1997,All,N/A,,
Is any record of the sale required to be kept?,IL,1997,All,Yes,430 ILCS 65/3(b),
Is any record of the sale required to be kept?,AL,1997,All,N/A,,
Is any record of the sale required to be kept?,TN,1997,Handguns,No,,
Is any record of the sale required to be kept?,TN,1997,Long Guns,N/A,,
Is any record of the sale required to be kept?,IN,1997,Handguns,Yes,,
Is any record of the sale required to be kept?,IN,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,KY,1997,All,N/A,,
Is any record of the sale required to be kept?,MI,2007,Handguns,Yes,,
Is any record of the sale required to be kept?,MI,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,GA,1997,All,N/A,,
Is any record of the sale required to be kept?,OH,1997,All,N/A,,
Is any record of the sale required to be kept?,FL,1997,All,N/A,,
Is any record of the sale required to be kept?,WV,1997,All,N/A,,
Is any record of the sale required to be kept?,SC,1997,All,N/A,,
Is any record of the sale required to be kept?,NC,2019,Handguns,No,,
Is any record of the sale required to be kept?,NC,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,PA,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,PA,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,VA,1997,All,N/A,,
Is any record of the sale required to be kept?,MD,2002,Handguns,Yes,,
Is any record of the sale required to be kept?,MD,2019,Long Guns,N/A,,
Is any record of the sale required to be kept?,DC,1997,All,Yes,D.C. Code §§ 6-2317(a); 6-2318; 6-2351; 6-2352,
Is any record of the sale required to be kept?,NY,2012,Handguns,Yes,,
Is any record of the sale required to be kept?,NY,2012,Long Guns,N/A,,
Is any record of the sale required to be kept?,DE,1997,All,N/A,,
Is any record of the sale required to be kept?,NJ,2017,Handguns,Yes,,
Is any record of the sale required to be kept?,NJ,2017,Long Guns,No,,
Is any record of the sale required to be kept?,CT,2019,Handguns,Yes,,
Is any record of the sale required to be kept?,CT,2013,Long Guns,N/A,,
Is any record of the sale required to be kept?,VT,1997,All,N/A,,
Is any record of the sale required to be kept?,NH,1997,All,N/A,,
Is any record of the sale required to be kept?,MA,1997,All,No,,
