question,state,year,applies to,response,citations,cautions
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,2019,Long gun possession,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,1994,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ND,1991,All,1,N.D. Cent. Code § 62.1-02-01,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OH,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OK,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OR,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,RI,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SD,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TN,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TX,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,UT,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VT,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VA,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WA,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DC,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WV,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WI,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WY,1991,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AZ,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AR,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CA,1992,All,1,Cal. Wel. & Inst. Code § 8103,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CO,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,2004,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DE,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,FL,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,GA,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,HI,1997,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,HI,1997,Purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ID,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IL,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IN,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IA,2010,Handgun purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IA,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,KS,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,KY,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,LA,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ME,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MD,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MD,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MA,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MA,1997,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MI,1995,Handgun purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MI,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MN,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MN,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MS,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MO,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MT,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NE,2019,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NE,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NV,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NH,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NJ,1997,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NJ,1997,Purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NM,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,2019,Long gun possession,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,1994,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ND,1992,All,1,N.D. Cent. Code § 62.1-02-01,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OH,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OK,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OR,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,RI,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SD,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TN,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TX,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,UT,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VT,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VA,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WA,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DC,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WV,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WI,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WY,1992,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AZ,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AR,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CA,1993,All,1,Cal. Wel. & Inst. Code § 8103,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CO,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,2004,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DE,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,FL,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,GA,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,HI,1997,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,HI,1997,Purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ID,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IL,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IN,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IA,2010,Handgun purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IA,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,KS,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,KY,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,LA,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ME,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MD,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MD,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MA,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MA,1997,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MI,1995,Handgun purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MI,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MN,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MN,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MS,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MO,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MT,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NE,2019,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NE,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NV,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NH,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NJ,1997,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NJ,1997,Purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NM,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,2019,Long gun possession,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,1994,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ND,1993,All,1,N.D. Cent. Code § 62.1-02-01,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OH,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OK,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OR,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,RI,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SD,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TN,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TX,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,UT,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VT,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VA,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WA,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DC,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WV,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WI,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WY,1993,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AZ,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AR,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CA,1994,All,1,Cal. Wel. & Inst. Code § 8103,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CO,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,2004,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DE,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,FL,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,GA,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,HI,1997,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,HI,1997,Purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ID,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IL,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IN,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IA,2010,Handgun purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,IA,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,KS,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,KY,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,LA,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ME,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MD,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MD,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MA,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MA,1997,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MI,1995,Handgun purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MI,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MN,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MN,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MS,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MO,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,MT,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NE,2019,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NE,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NV,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NH,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NJ,1997,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NJ,1997,Purchase,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NM,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NY,2019,Long gun possession,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,1994,Handgun purchase,1,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,NC,2019,Possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,ND,1994,All,1,N.D. Cent. Code § 62.1-02-01,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OH,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OK,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,OR,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,PA,1994,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,RI,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SC,2012,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,SD,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TN,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,TX,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,UT,1994,All,1,Utah Code § 76-10-503(3),
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VT,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,VA,1994,All,1,Va. Code § 18.2-308.1:2,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WA,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,DC,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WV,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WI,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,WY,1994,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AL,2014,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AK,2019,Long gun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AZ,1995,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,AR,1995,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CA,1995,All,1,Cal. Wel. & Inst. Code § 8103,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CO,1995,All,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,1997,Handgun possession,0,,
Does state law prohibit people from having firearms because they are found incapable of managing their affairs due to mental illness?,CT,1997,Handgun purchase,0,,
