question,state,year,applies to,response,citations,cautions
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,HI,2019,Possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,HI,2019,Purchase,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AK,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AK,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OR,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WA,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CA,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NV,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ID,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,UT,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AZ,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MT,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WY,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NM,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CO,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ND,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SD,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NE,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NE,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,TX,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,KS,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OK,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MN,2019,Handgun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MN,2019,Long gun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IA,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IA,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,LA,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AR,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MO,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MS,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WI,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IL,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AL,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AL,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,TN,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IN,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,KY,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MI,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MI,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,GA,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OH,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,FL,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WV,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SC,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SC,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NC,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NC,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,PA,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,PA,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,VA,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MD,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,DC,1993,All,1,D.C. Code § 6-2313(a),
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NY,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NY,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,DE,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NJ,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NJ,2019,Purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CT,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CT,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,VT,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NH,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MA,2019,Handgun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MA,2019,Long gun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,RI,1993,All,1,R.I. Gen. Laws § 11-47-6,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ME,1993,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,HI,2019,Possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,HI,2019,Purchase,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AK,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AK,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OR,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WA,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CA,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NV,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ID,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,UT,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AZ,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MT,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WY,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NM,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CO,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ND,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SD,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NE,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NE,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,TX,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,KS,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OK,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MN,2019,Handgun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MN,2019,Long gun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IA,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IA,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,LA,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AR,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MO,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MS,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WI,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IL,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AL,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AL,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,TN,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IN,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,KY,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MI,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MI,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,GA,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OH,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,FL,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WV,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SC,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SC,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NC,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NC,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,PA,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,PA,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,VA,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MD,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,DC,1994,All,1,D.C. Code § 6-2313(a),
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NY,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NY,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,DE,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NJ,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NJ,2019,Purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CT,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CT,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,VT,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NH,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MA,2019,Handgun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MA,2019,Long gun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,RI,1994,All,1,R.I. Gen. Laws § 11-47-6,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ME,1994,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,HI,2019,Possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,HI,2019,Purchase,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AK,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AK,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OR,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WA,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CA,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NV,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ID,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,UT,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AZ,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MT,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WY,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NM,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,CO,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,ND,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,SD,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NE,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,NE,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,TX,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,KS,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OK,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MN,2019,Handgun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MN,2019,Long gun possession,1,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IA,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IA,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,LA,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AR,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MO,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MS,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,WI,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IL,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AL,2019,Handgun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,AL,2019,Long gun possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,TN,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,IN,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,KY,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MI,2019,Handgun purchase,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,MI,2019,Possession,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,GA,1995,All,0,,
Does state law prohibit firearm possession based on recent treatment for alcohol-related reasons?,OH,1995,All,0,,
